light,mobility,resilience,recovery,discipline,intellect,strength,class,mode,tiers_mob,tiers_res,tiers_rec,tiers_dis,tiers_int,tiers_str,tiers,total
1583,103,34,85,53,39,53,Hunter,Control,10,3,8,5,3,5,34,367
1552,101,40,79,63,66,24,Hunter,Trials,10,4,7,6,6,2,35,373
1558,43,102,64,56,51,28,Titan,Trials,4,10,6,5,5,2,32,344
1513,31,90,70,31,47,50,Titan,Control,3,9,7,3,4,5,31,319
1556,64,39,91,39,101,89,Titan,Trials,6,3,9,3,10,8,39,423
1566,103,71,73,59,60,54,Hunter,Control,10,7,7,5,6,5,40,420
1556,107,40,82,29,86,37,Hunter,Trials,10,4,8,2,8,3,35,381
1560,33,64,103,70,63,60,Titan,Trials,3,6,10,7,6,6,38,393
1515,53,62,101,100,73,52,Warlock,Control,5,6,10,10,7,5,43,441
1560,75,38,102,102,52,51,Hunter,Control,7,3,10,10,5,5,40,420
1559,53,100,99,63,87,50,Titan,Trials,5,10,9,6,8,5,43,452
1523,90,18,104,30,105,33,Hunter,Control,9,1,10,3,10,3,36,380
1576,102,50,101,86,52,61,Hunter,Control,10,5,10,8,5,6,44,452
1560,100,24,100,60,81,18,Hunter,Trials,10,2,10,6,8,1,37,383
1560,104,33,100,60,69,61,Hunter,Trials,10,3,10,6,6,6,41,427
1560,31,71,100,42,100,35,Titan,Trials,3,7,10,4,10,3,37,379
1558,35,56,76,107,68,24,Warlock,Trials,3,5,7,10,6,2,33,366
1560,90,50,94,50,91,41,Warlock,Trials,9,5,9,5,9,4,41,416
1577,56,89,60,42,68,68,Titan,Control,5,8,6,4,6,6,35,383
1555,106,22,103,52,91,38,Hunter,Trials,10,2,10,5,9,3,39,412
1538,39,122,25,38,60,48,Warlock,Control,3,12,2,3,6,4,30,332
1571,37,44,44,79,34,37,Warlock,Control,3,4,4,7,3,3,24,275
1560,110,71,41,68,38,47,Hunter,Trials,11,7,4,6,3,4,35,375
1552,49,85,104,63,79,25,Titan,Trials,4,8,10,6,7,2,37,405
1576,54,52,102,66,80,50,Titan,Control,5,5,10,6,8,5,39,404
1563,69,50,83,33,54,43,Titan,Control,6,5,8,3,5,4,31,332
1560,91,73,82,69,32,55,Hunter,Control,9,7,8,6,3,5,38,402
1559,33,46,100,94,76,24,Warlock,Trials,3,4,10,9,7,2,35,373
1544,26,56,105,46,67,39,Warlock,Control,2,5,10,4,6,3,30,339
1557,116,20,90,18,92,32,Hunter,Trials,11,2,9,1,9,3,35,368
1560,100,51,102,100,40,38,Hunter,Trials,10,5,10,10,4,3,42,431
1560,59,51,100,85,53,36,Titan,Trials,5,5,10,8,5,3,36,384
1582,74,31,100,101,90,44,Warlock,Control,7,3,10,10,9,4,43,440
1560,53,57,102,73,81,31,Titan,Trials,5,5,10,7,8,3,38,397
1575,41,53,101,84,80,53,Warlock,Control,4,5,10,8,8,5,40,412
1550,68,32,100,102,73,60,Warlock,Trials,6,3,10,10,7,6,42,435
1558,69,51,100,105,58,36,Titan,Trials,6,5,10,10,5,3,39,419
1579,102,20,81,55,105,18,Hunter,Control,10,2,8,5,10,1,36,381
1479,62,37,39,37,81,23,Hunter,Control,6,3,3,3,8,2,25,279
1492,52,47,103,44,85,42,Warlock,Rumble,5,4,10,4,8,4,35,373
1586,94,32,103,83,49,33,Hunter,Control,9,3,10,8,4,3,37,394
1577,23,60,104,67,63,36,Warlock,Control,2,6,10,6,6,3,33,353
1558,49,100,104,42,76,66,Titan,Trials,4,10,10,4,7,6,41,437
1557,100,22,107,102,62,34,Hunter,Trials,10,2,10,10,6,3,41,427
1492,59,101,51,81,49,60,Titan,Control,5,10,5,8,4,6,38,401
1580,57,66,47,57,75,44,Hunter,Control,5,6,4,5,7,4,31,346
1540,104,37,46,105,51,28,Hunter,Trials,10,3,4,10,5,2,34,371
1558,49,100,104,42,76,66,Titan,Trials,4,10,10,4,7,6,41,437
1558,81,22,103,100,40,50,Warlock,Trials,8,2,10,10,4,5,39,396
1560,100,40,92,83,60,62,Hunter,Trials,10,4,9,8,6,6,43,437
1560,100,45,103,51,71,55,Hunter,Trials,10,4,10,5,7,5,41,425
1558,54,51,101,72,50,31,Warlock,Trials,5,5,10,7,5,3,35,359
1560,70,55,101,42,100,60,Titan,Trials,7,5,10,4,10,6,42,428
1554,100,28,105,100,46,62,Hunter,Trials,10,2,10,10,4,6,42,441
1560,59,52,100,74,100,26,Warlock,Trials,5,5,10,7,10,2,39,411
1576,53,33,100,102,51,27,Warlock,Survival,5,3,10,10,5,2,35,366
1560,100,18,101,102,32,51,Hunter,Trials,10,1,10,10,3,5,39,404
1580,65,85,62,39,47,73,Hunter,Control,6,8,6,3,4,7,34,371
1580,50,53,100,70,81,54,Warlock,Control,5,5,10,7,8,5,40,408
1560,100,54,62,70,80,38,Hunter,Trials,10,5,6,7,8,3,39,404
1580,91,55,80,39,84,37,Warlock,Control,9,5,8,3,8,3,36,386
1559,38,61,38,37,68,49,Warlock,Trials,3,6,3,3,6,4,25,291
1557,44,43,101,50,102,60,Warlock,Trials,4,4,10,5,10,6,39,400
1580,103,40,100,62,88,38,Hunter,Control,10,4,10,6,8,3,41,431
1560,51,84,104,103,43,23,Titan,Trials,5,8,10,10,4,2,39,408
1557,108,24,103,35,94,38,Hunter,Trials,10,2,10,3,9,3,37,402
1560,38,39,101,70,70,43,Titan,Trials,3,3,10,7,7,4,34,361
1546,70,22,100,54,77,29,Hunter,Trials,7,2,10,5,7,2,33,352
1559,106,34,90,107,33,78,Hunter,Trials,10,3,9,10,3,7,42,448
1560,100,54,62,70,80,38,Hunter,Trials,10,5,6,7,8,3,39,404
1397,100,22,99,65,47,90,Hunter,Control,10,2,9,6,4,9,40,423
1582,29,52,92,37,94,47,Titan,Survival,2,5,9,3,9,4,32,351
1533,74,40,52,62,72,20,Hunter,Trials,7,4,5,6,7,2,31,320
1560,26,50,100,105,45,24,Warlock,Trials,2,5,10,10,4,2,33,350
1581,104,22,100,48,61,44,Hunter,Control,10,2,10,4,6,4,36,379
1554,73,60,103,22,115,27,Warlock,Rumble,7,6,10,2,11,2,38,400
1583,102,24,101,51,83,23,Hunter,Survival,10,2,10,5,8,2,37,384
1566,108,28,102,32,90,67,Hunter,Control,10,2,10,3,9,6,40,427
1583,45,66,58,73,73,40,Warlock,Control,4,6,5,7,7,4,33,355
1558,61,71,100,101,61,18,Warlock,Trials,6,7,10,10,6,1,40,412
1560,66,47,100,94,75,34,Warlock,Trials,6,4,10,9,7,3,39,416
1559,103,25,37,103,58,43,Hunter,Trials,10,2,3,10,5,4,34,369
1560,87,100,53,55,79,68,Titan,Trials,8,10,5,5,7,6,41,442
1589,52,50,106,104,33,53,Warlock,Control,5,5,10,10,3,5,38,398
1560,64,100,90,40,100,60,Titan,Trials,6,10,9,4,10,6,45,454
1560,61,71,100,101,61,38,Warlock,Trials,6,7,10,10,6,3,42,432
1504,38,103,82,40,83,42,Titan,Control,3,10,8,4,8,4,37,388
1552,103,31,81,51,80,61,Hunter,Trials,10,3,8,5,8,6,40,407
1569,40,101,75,106,36,27,Titan,Control,4,10,7,10,3,2,36,385
1559,86,39,90,55,91,31,Titan,Trials,8,3,9,5,9,3,37,392
1560,87,100,53,55,79,68,Titan,Trials,8,10,5,5,7,6,41,442
1563,83,47,58,98,37,22,Hunter,Control,8,4,5,9,3,2,31,345
1582,100,23,101,40,101,50,Hunter,Survival,10,2,10,4,10,5,41,415
1554,29,65,102,59,109,40,Warlock,Trials,2,6,10,5,10,4,37,404
1559,39,56,77,62,92,26,Warlock,Trials,3,5,7,6,9,2,32,352
1559,40,50,100,31,92,31,Warlock,Trials,4,5,10,3,9,3,34,344
1581,36,88,93,85,61,23,Warlock,Control,3,8,9,8,6,2,36,386
1557,42,31,101,100,85,32,Warlock,Trials,4,3,10,10,8,3,38,391
1580,34,61,100,103,81,18,Warlock,Control,3,6,10,10,8,1,38,397
1555,103,39,60,44,65,60,Hunter,Trials,10,3,6,4,6,6,35,371
1560,101,33,87,47,87,24,Hunter,Trials,10,3,8,4,8,2,35,379
1559,75,28,103,83,94,52,Warlock,Trials,7,2,10,8,9,5,41,435
1560,60,60,100,44,79,56,Titan,Trials,6,6,10,4,7,5,38,399
1549,58,22,102,100,27,37,Warlock,Control,5,2,10,10,2,3,32,346
1555,60,75,71,66,92,41,Titan,Trials,6,7,7,6,9,4,39,405
1559,27,50,101,47,62,42,Titan,Trials,2,5,10,4,6,4,31,329
1558,102,39,95,44,85,27,Hunter,Trials,10,3,9,4,8,2,36,392
1557,39,23,103,103,93,29,Warlock,Trials,3,2,10,10,9,2,36,390
1582,34,61,100,103,81,18,Warlock,Control,3,6,10,10,8,1,38,397
1557,18,91,94,35,96,22,Titan,Trials,1,9,9,3,9,2,33,356
1560,101,33,87,47,87,24,Hunter,Trials,10,3,8,4,8,2,35,379
1560,60,70,100,49,89,56,Titan,Trials,6,7,10,4,8,5,40,424
1545,60,75,71,66,92,41,Titan,Control,6,7,7,6,9,4,39,405
1559,27,50,101,47,62,42,Titan,Trials,2,5,10,4,6,4,31,329
1559,53,66,79,67,52,37,Titan,Trials,5,6,7,6,5,3,32,354
1555,106,20,102,36,88,104,Hunter,Trials,10,2,10,3,8,10,43,456
1577,49,33,103,102,32,32,Warlock,Control,4,3,10,10,3,3,33,351
1581,36,83,93,85,61,23,Warlock,Control,3,8,9,8,6,2,36,381
1560,52,37,47,76,60,72,Warlock,Trials,5,3,4,7,6,7,32,344
1560,46,37,64,74,70,47,Hunter,Trials,4,3,6,7,7,4,31,338
1578,76,49,108,51,63,35,Hunter,Control,7,4,10,5,6,3,35,382
1558,42,71,55,52,32,37,Titan,Trials,4,7,5,5,3,3,27,289
1560,70,32,91,102,107,38,Warlock,Trials,7,3,9,10,10,3,42,440
1560,30,46,103,39,101,26,Warlock,Trials,3,4,10,3,10,2,32,345
1557,100,38,102,68,90,18,Hunter,Trials,10,3,10,6,9,1,39,416
1559,100,40,81,63,44,79,Hunter,Trials,10,4,8,6,4,7,39,407
1557,104,39,29,75,38,72,Hunter,Trials,10,3,2,7,3,7,32,357
1570,91,22,101,101,26,57,Hunter,Control,9,2,10,10,2,5,38,398
1560,41,81,48,39,64,47,Titan,Trials,4,8,4,3,6,4,29,320
1560,70,61,92,91,61,42,Warlock,Control,7,6,9,9,6,4,41,417
1558,46,88,45,56,81,61,Titan,Trials,4,8,4,5,8,6,35,377
1553,53,27,105,65,75,23,Warlock,Control,5,2,10,6,7,2,32,348
1560,53,70,94,82,92,50,Warlock,Trials,5,7,9,8,9,5,43,441
1575,28,60,102,53,82,49,Titan,Control,2,6,10,5,8,4,35,374
1574,100,63,39,55,101,17,Hunter,Control,10,6,3,5,10,1,35,375
1581,58,23,103,22,90,102,Titan,Control,5,2,10,2,9,10,38,398
1556,38,101,27,82,54,61,Titan,Trials,3,10,2,8,5,6,34,363
1575,28,60,102,53,82,49,Titan,Control,2,6,10,5,8,4,35,374
1560,64,56,102,46,100,44,Warlock,Trials,6,5,10,4,10,4,39,412
1575,100,63,39,55,101,17,Hunter,Control,10,6,3,5,10,1,35,375
1508,100,32,104,48,105,24,Hunter,Control,10,3,10,4,10,2,39,413
1584,92,33,100,39,102,26,Titan,Control,9,3,10,3,10,2,37,392
1557,101,26,102,57,46,45,Hunter,Control,10,2,10,5,4,4,35,377
1556,56,67,103,65,60,51,Hunter,Trials,5,6,10,6,6,5,38,402
1553,84,21,104,49,57,46,Warlock,Trials,8,2,10,4,5,4,33,361
1559,100,42,101,44,104,36,Hunter,Trials,10,4,10,4,10,3,41,427
1555,107,31,91,32,89,32,Hunter,Trials,10,3,9,3,8,3,36,382
1560,106,22,90,29,89,46,Hunter,Trials,10,2,9,2,8,4,35,382
1559,28,69,101,60,101,39,Warlock,Trials,2,6,10,6,10,3,37,398
1560,38,70,68,53,68,43,Warlock,Trials,3,7,6,5,6,4,31,340
1560,103,40,81,76,70,72,Hunter,Trials,10,4,8,7,7,7,43,442
1558,31,32,102,102,34,63,Titan,Trials,3,3,10,10,3,6,35,364
1560,46,110,70,25,92,30,Titan,Trials,4,11,7,2,9,3,36,373
1550,30,72,84,47,70,33,Hunter,Control,3,7,8,4,7,3,32,336
1559,54,116,51,37,62,45,Titan,Trials,5,11,5,3,6,4,34,365
1568,102,28,102,44,61,60,Hunter,Control,10,2,10,4,6,6,38,397
1560,61,40,100,71,82,54,Warlock,Trials,6,4,10,7,8,5,40,408
1550,100,70,71,42,80,40,Hunter,Trials,10,7,7,4,8,4,40,403
1568,41,47,42,33,36,45,Titan,Control,4,4,4,3,3,4,22,244
1566,43,76,93,62,76,19,Titan,Control,4,7,9,6,7,1,34,369
1560,61,40,100,71,82,54,Warlock,Trials,6,4,10,7,8,5,40,408
1560,36,99,74,67,56,31,Warlock,Trials,3,9,7,6,5,3,33,363
1560,87,70,44,53,83,70,Titan,Trials,8,7,4,5,8,7,39,407
1558,103,40,81,76,70,72,Hunter,Trials,10,4,8,7,7,7,43,442
1567,30,60,101,43,86,57,Warlock,Rumble,3,6,10,4,8,5,36,377
1560,22,104,100,24,65,70,Titan,Trials,2,10,10,2,6,7,37,385
1560,103,44,53,62,102,53,Hunter,Trials,10,4,5,6,10,5,40,417
1479,36,24,68,14,31,30,Hunter,Control,3,2,6,1,3,3,18,203
1557,40,92,73,73,53,53,Titan,Trials,4,9,7,7,5,5,37,384
1554,93,32,105,57,109,58,Warlock,Trials,9,3,10,5,10,5,42,454
1559,61,43,89,5,103,42,Warlock,Trials,6,4,8,0,10,4,32,343
1493,97,66,52,62,54,53,Titan,Control,9,6,5,6,5,5,36,384
1557,100,19,80,100,50,33,Hunter,Trials,10,1,8,10,5,3,37,382
1558,109,22,63,41,52,41,Hunter,Trials,10,2,6,4,5,4,31,328
1560,34,79,100,64,73,42,Titan,Trials,3,7,10,6,7,4,37,392
1560,102,52,80,100,73,49,Hunter,Trials,10,5,8,10,7,4,44,456
1553,93,32,105,57,109,58,Warlock,Trials,9,3,10,5,10,5,42,454
1554,30,101,81,59,56,42,Titan,Trials,3,10,8,5,5,4,35,369
1560,101,40,100,71,51,65,Hunter,Trials,10,4,10,7,5,6,42,428
1559,86,26,101,48,67,70,Hunter,Trials,8,2,10,4,6,7,37,398
1574,67,75,100,31,106,73,Titan,Control,6,7,10,3,10,7,43,452
1558,103,25,100,5,103,43,Warlock,Trials,10,2,10,0,10,4,36,379
1558,20,101,102,27,70,50,Titan,Trials,2,10,10,2,7,5,36,370
1528,93,32,105,57,109,58,Warlock,Trials,9,3,10,5,10,5,42,454
1350,109,41,91,50,44,57,Hunter,Control,10,4,9,5,4,5,37,392
1553,33,41,105,20,67,24,Warlock,Survival,3,4,10,2,6,2,27,290
1560,18,72,101,18,104,29,Titan,Trials,1,7,10,1,10,2,31,342
1559,36,95,52,49,84,43,Titan,Trials,3,9,5,4,8,4,33,359
1557,70,32,102,100,41,71,Warlock,Trials,7,3,10,10,4,7,41,416
1559,85,93,65,30,67,62,Titan,Trials,8,9,6,3,6,6,38,402
1560,32,27,100,102,40,58,Warlock,Trials,3,2,10,10,4,5,34,359
1572,102,47,65,57,53,43,Hunter,Control,10,4,6,5,5,4,34,367
1569,71,83,77,50,58,70,Titan,Control,7,8,7,5,5,7,39,409
1557,101,28,104,43,109,44,Hunter,Trials,10,2,10,4,10,4,40,429
1560,33,27,102,72,61,59,Warlock,Trials,3,2,10,7,6,5,33,354
1558,74,20,66,63,51,35,Warlock,Trials,7,2,6,6,5,3,29,309
1584,43,92,95,47,70,37,Titan,Control,4,9,9,4,7,3,36,384
1568,54,102,24,37,70,46,Titan,Control,5,10,2,3,7,4,31,333
1557,101,28,104,43,109,44,Hunter,Trials,10,2,10,4,10,4,40,429
1570,54,68,76,40,67,47,Titan,Control,5,6,7,4,6,4,32,352
1579,70,55,42,90,74,27,Hunter,Control,7,5,4,9,7,2,34,358
1558,100,36,81,62,76,60,Hunter,Trials,10,3,8,6,7,6,40,415
1558,102,28,101,24,93,65,Hunter,Trials,10,2,10,2,9,6,39,413
1572,101,57,102,31,100,38,Hunter,Control,10,5,10,3,10,3,41,429
1556,53,42,108,103,100,53,Warlock,Trials,5,4,10,10,10,5,44,459
1552,24,80,82,80,64,32,Warlock,Trials,2,8,8,8,6,3,35,362
1558,71,54,74,55,106,70,Titan,Trials,7,5,7,5,10,7,41,430
1540,66,33,94,24,93,72,Hunter,Rumble,6,3,9,2,9,7,36,382
1521,52,57,52,60,90,70,Titan,Control,5,5,5,6,9,7,37,381
1560,18,48,108,51,91,36,Warlock,Trials,1,4,10,5,9,3,32,352
1560,91,41,100,101,30,59,Hunter,Trials,9,4,10,10,3,5,41,422
1575,82,34,101,50,62,47,Warlock,Control,8,3,10,5,6,4,36,376
1559,27,99,72,64,62,41,Titan,Trials,2,9,7,6,6,4,34,365
1580,56,70,70,40,76,59,Hunter,Control,5,7,7,4,7,5,35,371
1555,100,51,102,64,82,30,Hunter,Trials,10,5,10,6,8,3,42,429
1554,60,30,94,74,49,66,Warlock,Trials,6,3,9,7,4,6,35,373
1523,52,57,52,60,90,70,Titan,Control,5,5,5,6,9,7,37,381
1556,44,88,46,40,57,76,Warlock,Trials,4,8,4,4,5,7,32,351
1560,93,50,104,82,61,70,Hunter,Trials,9,5,10,8,6,7,45,460
1560,104,104,50,61,100,50,Titan,Trials,10,10,5,6,10,5,46,469
1580,56,70,70,40,76,59,Hunter,Control,5,7,7,4,7,5,35,371
1555,100,51,102,64,82,30,Hunter,Trials,10,5,10,6,8,3,42,429
1553,72,36,86,61,73,66,Warlock,Trials,7,3,8,6,7,6,37,394
1553,46,103,100,50,44,70,Titan,Trials,4,10,10,5,4,7,40,413
1361,53,51,100,72,70,63,Titan,Control,5,5,10,7,7,6,40,409
1556,84,39,75,49,47,80,Hunter,Trials,8,3,7,4,4,8,34,374
1524,100,60,100,71,47,64,Hunter,Rumble,10,6,10,7,4,6,43,442
1553,29,80,93,93,63,51,Titan,Trials,2,8,9,9,6,5,39,409
1523,60,50,100,90,70,55,Warlock,Control,6,5,10,9,7,5,42,425
1560,97,42,79,36,77,43,Hunter,Trials,9,4,7,3,7,4,34,374
1557,41,77,50,91,82,49,Warlock,Trials,4,7,5,9,8,4,37,390
1517,55,64,68,95,57,79,Warlock,Control,5,6,6,9,5,7,38,418
1575,41,71,105,81,72,37,Warlock,Control,4,7,10,8,7,3,39,407
1569,102,25,104,28,102,65,Hunter,Control,10,2,10,2,10,6,40,426
1560,101,29,103,101,28,103,Hunter,Trials,10,2,10,10,2,10,44,465
1558,100,42,107,49,105,49,Warlock,Trials,10,4,10,4,10,4,42,452
1557,56,100,81,48,41,97,Titan,Trials,5,10,8,4,4,9,40,423
1558,102,18,102,29,100,46,Warlock,Trials,10,1,10,2,10,4,37,397
1559,78,80,100,48,94,36,Hunter,Trials,7,8,10,4,9,3,41,436
1554,100,62,22,101,72,18,Hunter,Trials,10,6,2,10,7,1,36,375
1555,41,80,105,22,52,34,Titan,Trials,4,8,10,2,5,3,32,334
1558,42,68,52,102,52,27,Titan,Trials,4,6,5,10,5,2,32,343
1559,76,22,102,102,100,48,Warlock,Trials,7,2,10,10,10,4,43,450
1553,34,104,88,48,67,48,Titan,Trials,3,10,8,4,6,4,35,389
1559,103,32,101,48,65,72,Hunter,Trials,10,3,10,4,6,7,40,421
1560,39,65,104,47,101,24,Titan,Trials,3,6,10,4,10,2,35,380
1557,34,71,100,38,83,40,Titan,Trials,3,7,10,3,8,4,35,366
1560,100,23,100,42,101,42,Hunter,Trials,10,2,10,4,10,4,40,408
1523,95,23,60,30,39,19,Hunter,Trials,9,2,6,3,3,1,24,266
1557,98,42,35,27,28,98,Hunter,Trials,9,4,3,2,2,9,29,328
1582,101,37,100,23,101,36,Hunter,Control,10,3,10,2,10,3,38,398
1551,51,35,63,65,56,25,Hunter,Control,5,3,6,6,5,2,27,295
1560,100,25,103,34,100,28,Hunter,Trials,10,2,10,3,10,2,37,390
1562,20,44,64,23,56,38,Titan,Control,2,4,6,2,5,3,22,245
1560,103,42,100,48,100,30,Hunter,Trials,10,4,10,4,10,3,41,423
1555,101,103,24,73,55,75,Titan,Trials,10,10,2,7,5,7,41,431
1559,60,104,44,52,108,31,Titan,Trials,6,10,4,5,10,3,38,399
1545,51,30,41,23,48,57,Warlock,Control,5,3,4,2,4,5,23,250
1559,102,32,84,29,117,46,Hunter,Trials,10,3,8,2,11,4,38,410
1551,60,49,84,40,66,54,Hunter,Trials,6,4,8,4,6,5,33,353
1565,25,105,51,60,38,34,Warlock,Control,2,10,5,6,3,3,29,313
1559,50,47,104,60,80,34,Warlock,Trials,5,4,10,6,8,3,36,375
1554,26,72,101,64,63,22,Titan,Trials,2,7,10,6,6,2,33,348
1561,90,39,87,101,26,29,Hunter,Control,9,3,8,10,2,2,34,372
1550,12,84,90,67,28,36,Titan,Trials,1,8,9,6,2,3,29,317
1559,47,44,109,49,101,31,Warlock,Trials,4,4,10,4,10,3,35,381
1555,100,62,22,101,72,18,Hunter,Trials,10,6,2,10,7,1,36,375
1557,77,54,103,24,100,14,Warlock,Trials,7,5,10,2,10,1,35,372
1559,49,102,60,25,89,51,Titan,Trials,4,10,6,2,8,5,35,376
1551,54,44,57,40,44,53,Hunter,Control,5,4,5,4,4,5,27,292
1559,60,64,85,23,54,41,Titan,Trials,6,6,8,2,5,4,31,327
1580,34,53,94,69,59,55,Hunter,Control,3,5,9,6,5,5,33,364
1561,94,23,107,31,96,34,Hunter,Control,9,2,10,3,9,3,36,385
1582,28,58,102,82,43,47,Titan,Control,2,5,10,8,4,4,33,360
1559,44,44,47,40,54,63,Hunter,Trials,4,4,4,4,5,6,27,292
1564,91,32,75,47,49,33,Hunter,Control,9,3,7,4,4,3,30,327
1563,47,80,65,37,74,52,Titan,Control,4,8,6,3,7,5,33,355
1561,90,37,100,44,79,36,Hunter,Control,9,3,10,4,7,3,36,386
1558,102,30,100,26,100,25,Hunter,Trials,10,3,10,2,10,2,37,383
1558,97,22,102,65,93,30,Hunter,Trials,9,2,10,6,9,3,39,409
1556,104,33,76,55,102,36,Warlock,Trials,10,3,7,5,10,3,38,406
1559,98,45,47,38,66,27,Hunter,Trials,9,4,4,3,6,2,28,321
1541,105,43,102,38,109,50,Hunter,Control,10,4,10,3,10,5,42,447
1557,38,54,108,36,50,57,Warlock,Trials,3,5,10,3,5,5,31,343
1551,63,101,84,65,55,70,Warlock,Trials,6,10,8,6,5,7,42,438
1503,87,39,101,65,54,57,Hunter,Control,8,3,10,6,5,5,37,403
1533,63,91,97,27,104,54,Titan,Trials,6,9,9,2,10,5,41,436
1555,54,47,97,100,32,66,Hunter,Trials,5,4,9,10,3,6,37,396
1574,61,71,110,63,74,61,Titan,Control,6,7,11,6,7,6,43,440
1556,82,39,49,54,100,36,Titan,Trials,8,3,4,5,10,3,33,360
1556,105,77,66,44,70,83,Hunter,Trials,10,7,6,4,7,8,42,445
1556,32,21,100,45,88,34,Titan,Trials,3,2,10,4,8,3,30,320
1557,102,27,82,39,90,61,Hunter,Trials,10,2,8,3,9,6,38,401
1542,40,24,62,47,45,27,Hunter,Trials,4,2,6,4,4,2,22,245
1558,103,63,53,58,59,64,Hunter,Trials,10,6,5,5,5,6,37,400
1554,60,80,102,73,70,52,Titan,Trials,6,8,10,7,7,5,43,437
1557,82,61,100,61,71,70,Hunter,Trials,8,6,10,6,7,7,44,445
1560,107,36,101,57,70,46,Hunter,Trials,10,3,10,5,7,4,39,417
1576,63,88,80,41,70,48,Titan,Control,6,8,8,4,7,4,37,390
1560,100,30,100,94,38,44,Hunter,Trials,10,3,10,9,3,4,39,406
1587,42,71,82,25,100,47,Hunter,Control,4,7,8,2,10,4,35,367
1571,29,32,72,91,56,32,Warlock,Control,2,3,7,9,5,3,29,312
1558,102,22,100,51,83,30,Hunter,Trials,10,2,10,5,8,3,38,388
1474,43,59,104,38,58,83,Warlock,Control,4,5,10,3,5,8,35,385
1558,75,84,70,71,51,52,Hunter,Trials,7,8,7,7,5,5,39,403
1559,32,73,67,78,50,28,Titan,Trials,3,7,6,7,5,2,30,328
1557,63,88,80,41,70,48,Titan,Trials,6,8,8,4,7,4,37,390
1579,101,23,100,42,60,51,Hunter,Control,10,2,10,4,6,5,37,377
1570,74,32,101,54,100,22,Warlock,Control,7,3,10,5,10,2,37,383
1556,62,41,102,70,98,28,Warlock,Control,6,4,10,7,9,2,38,401
1452,77,25,54,46,33,34,Hunter,Control,7,2,5,4,3,3,24,269
1560,86,48,64,56,75,47,Hunter,Trials,8,4,6,5,7,4,34,376
1564,30,86,104,57,53,48,Titan,Control,3,8,10,5,5,4,35,378
1554,54,19,95,41,45,24,Titan,Trials,5,1,9,4,4,2,25,278
1577,101,22,103,26,104,31,Hunter,Control,10,2,10,2,10,3,37,387
1560,107,36,101,57,70,46,Hunter,Trials,10,3,10,5,7,4,39,417
1560,28,43,104,81,35,53,Warlock,Trials,2,4,10,8,3,5,32,344
1553,24,43,105,75,54,37,Titan,Survival,2,4,10,7,5,3,31,338
1557,44,50,102,86,51,24,Warlock,Trials,4,5,10,8,5,2,34,357
1573,58,82,91,42,43,73,Warlock,Control,5,8,9,4,4,7,37,389
1555,101,48,100,4,79,87,Hunter,Trials,10,4,10,0,7,8,39,419
1577,23,54,96,66,46,37,Titan,Control,2,5,9,6,4,3,29,322
1560,99,31,104,53,84,49,Warlock,Trials,9,3,10,5,8,4,39,420
1526,90,17,81,40,79,30,Hunter,Control,9,1,8,4,7,3,32,337
1577,41,87,46,59,77,27,Warlock,Control,4,8,4,5,7,2,30,337
1558,23,93,100,16,102,18,Titan,Trials,2,9,10,1,10,1,33,352
1560,37,103,68,39,56,61,Titan,Trials,3,10,6,3,5,6,33,364
1560,19,100,103,50,104,22,Titan,Trials,1,10,10,5,10,2,38,398
1552,73,33,106,25,60,69,Titan,Trials,7,3,10,2,6,6,34,366
1573,101,50,103,60,76,63,Hunter,Control,10,5,10,6,7,6,44,453
1553,100,39,101,45,54,100,Hunter,Trials,10,3,10,4,5,10,42,439
1560,33,27,97,53,106,22,Warlock,Trials,3,2,9,5,10,2,31,338
1557,104,42,47,27,59,61,Hunter,Trials,10,4,4,2,5,6,31,340
1560,19,100,103,50,104,22,Titan,Trials,1,10,10,5,10,2,38,398
1581,101,19,100,101,50,46,Hunter,Control,10,1,10,10,5,4,40,417
1586,100,18,102,30,95,29,Hunter,Survival,10,1,10,3,9,2,35,374
1560,43,107,18,99,49,94,Titan,Trials,4,10,1,9,4,9,37,410
1572,100,39,101,45,54,100,Hunter,Control,10,3,10,4,5,10,42,439
1565,100,29,83,28,68,25,Hunter,Control,10,2,8,2,6,2,30,333
1505,52,63,63,87,60,57,Hunter,Control,5,6,6,8,6,5,36,382
1560,101,46,105,56,64,60,Hunter,Trials,10,4,10,5,6,6,41,432
1576,61,83,53,40,63,48,Hunter,Control,6,8,5,4,6,4,33,348
1581,81,26,105,22,88,63,Warlock,Control,8,2,10,2,8,6,36,385
1570,93,26,100,67,43,37,Hunter,Control,9,2,10,6,4,3,34,366
1555,52,61,104,101,80,50,Warlock,Control,5,6,10,10,8,5,44,448
1558,60,54,102,26,80,71,Titan,Trials,6,5,10,2,8,7,38,393
1550,22,36,101,103,51,37,Warlock,Trials,2,3,10,10,5,3,33,350
1559,46,51,112,46,94,55,Hunter,Trials,4,5,11,4,9,5,38,404
1575,33,49,102,102,104,18,Warlock,Control,3,4,10,10,10,1,38,408
1529,52,63,63,87,60,57,Hunter,Control,5,6,6,8,6,5,36,382
1548,57,86,26,63,57,66,Titan,Control,5,8,2,6,5,6,32,355
1573,26,96,76,55,59,63,Warlock,Control,2,9,7,5,5,6,34,375
1577,71,73,43,30,73,48,Hunter,Control,7,7,4,3,7,4,32,338
